Latitud,Longitud,Station,Klimatnr,SwerefX,SwerefY,Höjd,Län,Landskap,jan,feb,mar,apr,maj,jun,jul,aug,sep,okt,nov,dec,år,start,slut,antal år
59.32,18.37,Gustavsberg,98180,691889,6580834,10,Stockholms län,Uppland,42.4,34.3,32.3,32.4,35.9,65.0,56.7,62.4,56.6,57.0,59.3,62.3,596.5,jan./1971,jan./2015,44.0
59.51,18.84,Husarö,98290,717394,6602592,10,Stockholms län,Uppland,38.1,29.7,26.6,27.9,34.9,55.5,48.0,57.9,48.5,50.3,48.6,49.8,515.9,juni/1969,dec./2014,45.6
59.66,18.27,Kårsta,98400,684327,6617813,20,Stockholms län,Uppland,43.1,33.6,31.8,32.6,40.9,63.1,63.1,70.7,54.2,58.1,56.9,55.9,604.2,jan./1961,feb./1992,31.1
58.74,17.87,Landsort,87450,665834,6514691,13,Stockholms län,Södermanland,31.5,28.6,24.6,27.1,32.6,43.1,42.3,56.1,45.3,48.8,49.1,46.9,476.1,jan./1961,dec./2020,58.6
58.74,17.87,Landsort A,87440,665991,6514972,17,Stockholms län,Södermanland,25.8,21.01,21.00,24.5,30.2,40.4,40.6,50.1,39.6,42.1,42.0,37.7,415.2,aug./1995,dec./2020,25.4
59.37,18.16,Lidingö,98220,679553,6585526,2,Stockholms län,Uppland,40.4,31.1,29.7,30.1,35.3,60.9,58.0,65.1,52.2,52.6,52.9,54.3,562.7,jan./1961,juni/1986,25.4
59.40,17.67,Lyckås,97240,651395,6587627,15,Stockholms län,Uppland,31.5,25.7,24.0,26.2,32.8,55.1,56.9,61.9,45.4,46.5,41.9,40.3,488.5,jan./1961,mars/1974,13.03
60.06,18.74,Norrby S,108040,708063,6664175,20,Stockholms län,Uppland,42.8,34.8,33.3,35.6,39.4,60.9,62.2,77.2,51.3,62.3,60.4,56.0,616.4,jan./1961,dec./2020,59.9
59.75,18.71,Norrtälje 2,98460,708368,6629466,25,Stockholms län,Uppland,43.1,33.6,31.1,32.8,41.4,61.9,62.0,70.4,53.4,58.7,57.4,56.3,602.1,jan./1961,mars/1984,22.01
59.83,18.95,Norrveda,98500,721312,6639012,23,Stockholms län,Uppland,46.3,34.9,32.4,37.0,43.4,60.4,63.3,72.2,56.2,62.9,62.2,60.1,631.2,jan./1961,dec./2020,59.2
59.24,17.78,Norsborg 1,97140,658768,6570103,15,Stockholms län,Södermanland,42.7,33.9,32.0,33.0,38.7,65.0,65.3,72.0,56.1,56.9,55.1,55.1,605.8,jan./1961,maj/1985,23.07
59.25,17.80,Norsborg 2,97160,659432,6571433,9,Stockholms län,Södermanland,38.5,29.2,27.9,29.5,34.1,58.8,63.2,67.2,50.8,50.4,47.8,48.1,545.3,jan./1961,dec./2020,57.1
59.30,17.72,Nyckelby,97180,654687,6576612,25,Stockholms län,Uppland,37.7,30.7,28.8,30.7,37.2,62.6,63.5,69.2,52.6,53.2,49.7,49.0,564.9,jan./1961,juli/1976,15.05
58.92,17.93,Nynäshamn,87570,668947,6534399,21,Stockholms län,Södermanland,46.2,37.5,33.7,33.7,36.2,55.5,56.8,67.6,58.2,63.0,67.1,66.0,621.6,jan./1961,dec./2020,56.8
59.75,18.35,Rimbo,98440,688414,6628190,20,Stockholms län,Uppland,39.6,30.5,28.5,30.1,40.6,61.8,67.5,72.3,52.9,55.6,53.2,50.4,583.1,jan./1961,dec./2012,45.0
59.42,18.37,Rindö,98250,691024,6591276,5,Stockholms län,Uppland,38.4,29.7,28.1,28.0,33.5,57.4,53.7,61.4,49.6,50.7,51.3,53.3,535.0,jan./1961,feb./1979,18.02
59.42,18.17,Röskär,98260,679682,6590718,15,Stockholms län,Uppland,40.4,30.5,29.3,29.9,35.5,60.8,58.9,66.0,52.4,53.2,52.7,53.9,563.5,jan./1961,okt./1979,18.07
59.29,18.91,Sandhamn D,98170,722927,6578891,2,Stockholms län,Uppland,41.7,31.7,28.7,28.4,32.6,54.9,47.8,59.3,50.7,56.9,57.3,55.2,545.1,dec./1965,dec./2020,54.5
60.16,18.74,Singö,108100,707729,6675064,12,Stockholms län,Uppland,41.1,32.7,31.2,31.5,38.3,58.3,61.6,70.6,49.7,58.7,55.7,52.9,582.2,sep./1967,jan./1996,28.4
58.97,17.84,Sjögärde,87590,663162,6540711,29,Stockholms län,Södermanland,49.3,38.1,35.6,35.4,38.7,58.2,62.3,74.7,62.1,65.0,66.1,66.4,651.9,jan./1961,dec./2020,60.0
58.97,18.45,Stabbo,88580,698268,6542195,7,Stockholms län,Södermanland,37.6,31.4,27.1,26.2,29.5,48.9,46.0,55.1,45.8,49.6,52.6,52.0,501.6,feb./1973,sep./1985,12.07
59.34,18.05,Stockholm,98210,673731,6582085,43,Stockholms län,Uppland,37.0,29.4,27.3,29.2,34.0,61.7,61.5,66.2,53.3,51.4,47.6,47.8,546.4,jan./1961,dec./2020,60.0
59.35,17.95,Stockholm-Bromma,97200,667781,6583157,14,Stockholms län,Uppland,36.8,29.5,28.0,29.5,33.7,59.2,57.6,65.9,50.2,50.1,48.0,49.2,537.6,jan./1961,dec./1997,37.0
59.20,18.33,Stormyra,98140,689982,6567328,16,Stockholms län,Södermanland,52.2,41.3,36.8,34.9,35.3,69.0,59.7,66.8,58.5,63.2,66.6,69.7,653.8,aug./1976,dec./2020,41.2
59.83,18.63,Svanberga A,98490,703503,6638247,15,Stockholms län,Uppland,40.0,30.8,28.8,31.3,39.6,58.1,60.3,65.5,49.2,54.2,54.0,50.0,561.7,aug./1995,dec./2020,25.4
59.36,17.72,Svartsjö,97220,654709,6583614,10,Stockholms län,Uppland,35.3,29.0,27.2,30.1,35.8,58.5,61.2,66.2,50.8,50.8,45.6,44.7,535.2,jan./1961,nov./2004,43.1
59.44,19.50,Svenska Högarna,99270,755232,6598128,10,Stockholms län,Uppland,34.6,25.7,22.02,20.09,30.5,43.6,41.5,51.6,41.8,47.8,43.6,43.9,447.7,jan./1961,dec./2020,60.0
59.44,19.50,Svenska Högarna A,99280,755211,6597945,12,Stockholms län,Uppland,29.3,22.01,19.06,19.02,26.8,40.5,37.0,45.9,37.0,43.4,40.0,38.5,399.3,juni/2010,dec./2020,10.05
59.53,17.84,Sätra Gård,97320,660860,6602947,15,Stockholms län,Uppland,39.0,31.4,29.7,30.9,38.5,59.2,59.3,66.0,50.7,54.4,51.2,49.6,559.8,jan./1961,apr./2019,53.8
59.41,17.48,Sättra,97250,640496,6588488,25,Stockholms län,Uppland,33.9,29.4,26.6,30.2,38.1,58.4,63.2,67.6,48.2,50.0,43.5,41.6,530.6,jan./1961,dec./2011,49.7
59.75,19.41,Söderarm A,99450,747430,6632141,14,Stockholms län,Uppland,33.4,25.9,23.02,24.4,32.3,46.2,43.7,52.9,40.8,48.1,46.1,44.0,461.1,jan./1961,okt./1995,34.8
59.21,17.63,Södertälje,97120,650083,6566852,43,Stockholms län,Södermanland,44.6,37.3,33.9,34.4,40.2,68.9,72.1,73.7,59.1,59.6,57.8,58.0,639.6,jan./1961,dec./2020,59.8
59.45,18.57,Tranvik,98270,702451,6595676,10,Stockholms län,Uppland,41.5,33.7,31.6,30.8,36.8,59.5,55.8,65.2,52.6,55.4,55.1,55.6,573.6,okt./2000,okt./2016,16.01
59.18,17.91,Tullinge A,97100,666244,6563554,45,Stockholms län,Södermanland,40.6,30.4,30.7,30.9,34.6,58.3,58.8,70.9,56.4,55.5,54.6,53.8,575.6,jan./1961,dec./2020,49.4
60.28,18.92,Understen,108170,716887,6688612,12,Stockholms län,Uppland,34.3,26.7,25.3,24.9,31.2,47.8,49.8,57.3,40.8,50.3,46.9,44.2,479.6,jan./1961,juli/1992,11.07
59.52,18.08,Vallentuna,98310,674201,6601826,26,Stockholms län,Uppland,42.3,31.0,30.7,30.7,37.2,57.5,58.9,64.2,52.1,54.6,52.8,52.1,564.0,jan./1961,dec./2020,60.0
59.98,18.82,Väddö,98590,712910,6655695,10,Stockholms län,Uppland,43.8,33.5,31.0,32.4,38.7,58.1,59.9,70.1,50.8,58.8,58.6,55.6,591.2,jan./1961,mars/1972,11.03
59.11,18.11,Västerhaninge,98080,677827,6556500,26,Stockholms län,Södermanland,52.1,42.3,37.0,35.6,39.6,65.4,60.4,76.6,59.9,64.8,68.7,72.7,675.0,jan./1961,dec./2020,56.8
59.11,17.72,Wiad,97070,655637,6555538,22,Stockholms län,Södermanland,41.6,33.7,31.4,30.9,36.4,62.7,60.3,69.4,54.0,58.7,55.8,55.6,590.2,jan./1961,okt./2018,55.1
59.55,18.58,Östanå,98330,702107,6607228,10,Stockholms län,Uppland,38.4,31.1,28.7,30.3,36.9,59.2,54.7,64.5,53.0,53.8,52.2,54.1,556.9,jan./1961,sep./2011,49.4
59.66,17.65,Österby,97410,649141,6616109,15,Stockholms län,Uppland,35.4,28.4,26.4,29.0,38.0,59.3,58.0,65.1,47.6,52.3,49.1,45.4,534.1,jan./1961,sep./1993,32.2
59.49,18.29,Österåker,98300,686487,6599202,15,Stockholms län,Uppland,42.1,31.8,30.3,30.6,36.1,58.7,59.2,65.6,52.8,54.5,53.8,55.2,570.9,jan./1961,nov./1999,37.8
59.15,16.85,Dunker,96120,606031,6557882,35,Södermanlands län,Södermanland,41.0,33.0,29.7,34.0,43.3,66.8,72.1,71.8,53.2,57.2,53.4,51.4,606.8,nov./1974,feb./1995,20.03
59.24,16.74,Eklången,96140,599441,6567609,35,Södermanlands län,Södermanland,44.5,37.1,32.1,36.7,44.2,70.3,75.4,76.9,53.8,62.0,57.0,54.0,644.0,nov./1993,juni/2014,20.07
59.39,16.46,Eskilstuna,96230,582904,6583861,9,Södermanlands län,Södermanland,36.7,31.4,26.9,32.1,40.1,65.4,70.8,72.5,48.2,58.2,49.6,46.6,578.6,jan./1961,dec./2020,59.0
59.38,16.45,Eskilstuna A,96190,582526,6583498,13,Södermanlands län,Södermanland,33.0,26.8,23.00,29.8,38.6,62.0,65.9,65.6,44.1,51.4,44.0,41.6,525.8,feb./2008,dec./2020,12.09
59.05,16.60,Flen,96020,592060,6546748,30,Södermanlands län,Södermanland,41.9,34.0,30.4,34.3,44.5,64.6,71.7,73.8,53.5,57.6,55.3,51.6,613.1,jan./1961,dec./2008,46.9
59.06,16.39,Floda A,96040,579975,6547103,31,Södermanlands län,Södermanland,35.4,29.3,26.7,32.7,42.6,62.4,64.9,73.1,51.9,53.3,48.9,43.7,564.9,jan./1962,dec./2020,27.1
59.01,16.88,Frändesta,96010,607976,6542740,22,Södermanlands län,Södermanland,35.0,27.5,27.8,31.4,38.5,59.1,71.5,60.4,52.2,52.2,48.7,47.7,551.9,jan./1961,dec./2020,59.5
58.84,16.42,Glindran,86510,581732,6523384,55,Södermanlands län,Södermanland,41.2,34.8,31.9,35.3,44.2,62.6,71.3,71.8,56.1,56.6,54.3,52.2,612.1,aug./1991,dec./2020,29.4
59.32,16.44,Hyndevad,96200,581964,6576766,25,Södermanlands län,Södermanland,34.2,30.3,24.4,30.1,38.3,60.2,67.4,65.5,47.5,53.9,47.6,44.7,544.1,jan./1961,dec./2020,58.3
59.16,16.51,Hälleforsnäs D,96090,586143,6558401,76,Södermanlands län,Södermanland,44.5,37.9,33.6,38.1,48.5,69.7,75.8,77.8,58.4,62.1,58.4,55.0,659.9,juli/1964,dec./2020,10.03
59.03,15.69,Högsjö,95020,539366,6543561,69,Södermanlands län,Södermanland,43.3,36.2,30.1,35.9,49.4,69.1,78.2,72.9,59.3,60.0,56.0,52.8,643.2,jan./1961,dec./1993,32.6
59.16,16.06,Julita,96100,560340,6558735,30,Södermanlands län,Södermanland,33.8,29.0,24.8,30.8,40.7,60.7,66.0,66.2,49.0,50.3,47.2,43.1,541.6,jan./1964,juni/1988,24.5
58.98,16.19,Katrineholm D,86590,568388,6538133,30,Södermanlands län,Södermanland,39.7,34.2,30.1,35.9,43.7,66.1,70.0,77.6,57.5,54.8,52.4,49.1,611.1,jan./1961,mars/2012,48.0
58.92,17.03,Lindö,87560,617089,6532545,18,Södermanlands län,Södermanland,41.2,32.7,29.9,32.1,40.2,59.5,64.8,67.9,52.9,55.5,53.3,51.5,581.6,jan./1961,sep./1977,16.08
59.28,17.25,Mariefred,97170,628430,6573513,7,Södermanlands län,Södermanland,36.8,29.5,26.8,30.5,38.4,62.5,70.8,67.7,55.5,53.2,48.2,44.0,564.1,nov./1981,dec./2020,38.4
58.89,17.19,Norrby Säteri,87530,626389,6529953,30,Södermanlands län,Södermanland,43.9,33.2,30.1,30.8,39.7,58.9,63.6,71.2,56.6,58.8,55.8,53.6,596.3,juli/1983,dec./2010,27.3
58.78,16.92,Nyköpings Flygplats,86480,610795,6517508,42,Södermanlands län,Södermanland,40.3,32.4,29.6,31.9,41.1,59.2,64.8,69.5,53.0,56.7,54.1,52.3,585.0,jan./1961,juni/1979,18.05
59.19,16.28,Näshulta,96110,572923,6562420,45,Södermanlands län,Södermanland,39.8,34.9,30.2,35.6,46.1,68.9,69.9,77.9,54.0,57.9,54.6,50.1,620.0,nov./1988,dec./2020,32.1
58.68,17.12,Oxelösund,87400,622916,6506048,7,Södermanlands län,Södermanland,32.9,27.9,27.4,27.4,37.5,53.0,54.0,65.6,50.0,54.6,49.4,46.5,526.1,jan./1961,dec./2020,60.0
59.32,16.56,Stenkvista,96210,588651,6576955,45,Södermanlands län,Södermanland,39.5,33.0,28.0,34.2,44.7,69.6,73.0,75.3,51.8,58.8,53.0,49.8,610.9,jan./1961,dec./1997,35.6
58.85,17.55,Stora Uttervik,87510,647117,6526152,10,Södermanlands län,Södermanland,43.1,33.4,30.3,31.1,37.9,56.0,58.2,68.5,54.3,58.6,57.9,55.8,585.1,jan./1961,apr./1976,15.03
59.40,16.93,Strängnäs-Vansö,96240,609854,6585716,15,Södermanlands län,Södermanland,31.0,27.0,24.9,31.2,39.1,63.4,66.7,69.9,45.2,51.3,44.5,40.5,534.6,maj/1991,dec./2020,29.6
59.05,16.22,Strängstorp,96030,569793,6546255,62,Södermanlands län,Södermanland,40.0,35.3,31.1,36.8,47.3,68.7,73.7,76.0,56.6,57.3,54.1,50.3,627.3,jan./1963,dec./1979,17.00
59.40,17.03,Tosterö skola,97230,615448,6586357,20,Södermanlands län,Södermanland,33.7,27.7,24.7,29.4,38.0,61.2,65.4,67.4,46.1,50.9,46.3,42.7,533.7,jan./1961,maj/1974,13.04
58.90,17.57,Trosa,87540,647861,6531754,5,Södermanlands län,Södermanland,45.2,35.1,31.8,32.2,38.7,57.4,59.4,69.0,55.5,59.6,59.1,57.1,600.2,jan./1961,nov./1980,19.08
59.36,17.04,Ulvhäll,97210,616186,6582134,5,Södermanlands län,Södermanland,32.8,27.2,24.3,28.5,36.8,58.1,62.2,63.6,44.5,48.6,44.4,41.5,512.6,jan./1961,mars/1980,19.02
59.02,16.37,Valla,96000,578716,6542919,50,Södermanlands län,Södermanland,38.6,32.2,29.0,34.2,45.4,65.3,70.6,74.1,54.2,54.8,51.0,47.8,597.4,sep./1973,juni/2014,40.8
59.02,15.98,Vingåker D,95030,556327,6542676,37,Södermanlands län,Södermanland,40.1,34.2,28.8,34.9,46.7,66.4,73.1,70.4,55.3,55.5,53.3,48.6,607.3,aug./1966,dec./2020,42.2
58.87,16.68,Vrena,86520,596943,6527198,31,Södermanlands län,Södermanland,34.5,27.6,26.6,30.9,41.4,59.3,67.5,65.8,51.5,51.7,46.5,44.9,548.3,jan./1964,dec./2020,56.6
59.27,16.09,Västermo,96170,561874,6571148,32,Södermanlands län,Södermanland,33.1,30.0,25.7,34.2,42.9,65.5,70.4,71.0,51.4,53.9,48.0,43.8,569.9,juni/1990,dec./2020,28.7
59.41,17.27,Ytterselö D,97290,629084,6587522,17,Södermanlands län,Södermanland,37.5,31.7,28.6,31.7,42.1,61.3,64.1,68.4,49.5,53.4,47.1,44.6,560.0,okt./2009,dec./2020,11.02
58.93,17.53,Åda,87580,645837,6534720,8,Södermanlands län,Södermanland,46.8,33.7,31.2,31.0,35.8,56.9,59.2,68.8,56.8,60.5,60.9,56.0,597.6,jan./1961,dec./2020,59.6
59.25,17.09,Åkers Styckebruk,97150,619068,6569877,20,Södermanlands län,Södermanland,44.7,36.5,32.9,37.0,46.7,72.4,77.3,79.0,58.8,62.3,57.0,55.6,660.2,jan./1961,okt./1981,20.08
58.75,16.56,Ålberga,86450,590030,6512837,25,Södermanlands län,Södermanland,41.5,35.0,32.1,36.5,44.6,64.5,71.9,76.3,56.1,59.6,57.4,55.4,630.9,jan./1961,mars/2012,51.1
58.89,17.16,Ökna Lantbruksskola,87550,624300,6529818,20,Södermanlands län,Södermanland,43.3,34.0,30.5,32.0,40.2,60.6,65.2,70.9,55.4,58.2,56.9,54.9,602.3,jan./1961,dec./1981,20.09
57.89,12.55,Alingsås D,72560,354609,6419529,72,Västra Götalands län,Västergötland,77.2,60.1,48.7,51.3,52.5,83.5,80.0,97.7,82.6,92.5,74.9,92.0,893.0,jan./1961,dec./2020,57.8
58.01,12.15,Alvhem,82000,331329,6433021,5,Västra Götalands län,Västergötland,86.0,67.3,56.6,56.2,59.7,85.3,83.1,97.3,89.8,108.3,89.3,100.3,979.3,jan./1961,mars/1995,33.8
57.42,13.28,Ambjörnarp,73250,396889,6365063,220,Västra Götalands län,Västergötland,87.9,70.7,56.6,51.7,63.0,89.2,90.9,107.4,88.0,100.3,84.5,99.2,989.4,jan./1961,nov./1972,11.09
57.45,13.10,Axelfors,73270,385985,6369073,150,Västra Götalands län,Västergötland,93.2,73.6,58.8,52.7,63.3,91.2,92.9,111.7,92.6,107.2,88.7,105.8,1031.7,jan./1961,dec./1976,15.05
58.90,12.04,Bastorp,82540,329388,6533140,150,Västra Götalands län,Dalsland,75.2,60.1,46.6,49.7,56.4,82.0,80.6,90.3,84.3,101.9,90.1,90.2,907.4,jan./1965,jan./1996,30.7
59.02,12.24,Bengtsfors,92040,341580,6546105,120,Västra Götalands län,Dalsland,69.0,54.7,41.4,45.0,56.3,80.9,79.7,86.8,75.4,92.3,79.5,81.2,842.1,okt./1990,dec./2020,28.1
58.99,12.26,Billingsfors,82590,342493,6541990,85,Västra Götalands län,Dalsland,67.0,52.8,42.0,46.4,55.7,79.6,79.0,87.4,77.2,93.7,82.0,78.9,841.7,jan./1961,okt./1989,26.5
57.64,12.63,Bollebygd,72400,358697,6390891,130,Västra Götalands län,Västergötland,97.0,74.9,62.5,57.5,60.9,92.2,91.3,114.1,95.0,115.1,94.5,112.7,1067.8,jan./1961,dec./2020,51.9
58.29,13.80,Borgunda,83170,429612,6461402,181,Västra Götalands län,Västergötland,43.4,39.1,32.4,38.1,53.4,80.8,77.3,76.1,58.8,62.7,54.0,53.0,669.1,feb./1971,jan./1996,25.0
57.76,12.95,Borås,72450,377990,6403960,135,Västra Götalands län,Västergötland,106.9,82.8,66.3,56.1,63.1,87.6,91.9,109.2,95.4,117.1,96.2,121.8,1094.5,jan./1961,dec./2020,60.0
59.22,11.99,Bredviken,91130,327963,6568261,100,Västra Götalands län,Dalsland,62.3,48.1,39.1,43.3,54.0,76.0,76.6,84.7,71.3,86.5,78.0,71.8,791.6,jan./1961,apr./1997,36.3
58.80,12.16,Bäckefors,82490,335677,6521765,150,Västra Götalands län,Dalsland,84.5,68.3,54.7,57.8,59.9,85.0,85.2,95.5,87.4,116.8,101.9,101.4,998.1,jan./1961,dec./2020,59.2
57.72,13.12,Dalsjöfors,73430,388250,6399307,257,Västra Götalands län,Västergötland,101.7,80.5,64.8,59.6,69.6,101.3,102.3,118.9,99.4,118.2,98.1,116.5,1130.9,jan./1961,okt./1978,17.08
58.53,11.57,Dingle,81320,300447,6492690,20,Västra Götalands län,Bohuslän,98.6,75.1,60.9,58.1,59.5,86.1,84.2,99.0,97.4,125.4,109.4,108.9,1062.6,jan./1961,okt./2002,41.8
58.33,14.06,Djursätra,84200,445165,6465676,125,Västra Götalands län,Västergötland,37.3,34.0,29.1,34.5,51.5,78.8,74.0,74.7,57.8,57.3,47.7,45.3,622.0,jan./1961,dec./2020,59.5
58.91,11.77,Ed D,81550,313973,6534432,164,Västra Götalands län,Dalsland,84.8,67.2,53.2,54.7,64.0,87.7,85.7,99.8,97.6,116.9,103.3,103.3,1018.4,jan./1961,dec./2020,28.3
58.11,14.08,Eket,84080,445556,6441675,275,Västra Götalands län,Västergötland,50.5,45.5,37.7,43.4,60.7,91.2,88.2,90.1,71.3,72.4,64.4,62.5,777.9,feb./1981,jan./1995,13.09
58.60,12.44,Erikstad,82380,351524,6498563,65,Västra Götalands län,Dalsland,60.3,46.2,38.1,43.4,51.1,79.0,74.3,78.1,74.8,87.0,73.8,72.1,778.0,jan./1964,apr./2018,53.4
58.24,13.63,Falköping-Valtorp D,83090,419746,6455833,166,Västra Götalands län,Västergötland,50.9,45.8,36.1,42.1,55.6,87.3,85.1,84.9,63.7,66.7,60.2,61.8,740.0,jan./1961,dec./2020,59.3
57.92,13.08,Fjälla,73550,386451,6421034,260,Västra Götalands län,Västergötland,82.1,66.4,53.6,53.8,62.6,93.5,90.3,102.3,84.1,98.9,82.3,95.1,965.1,okt./1967,maj/1980,12.07
57.44,12.41,Fotskäl D,72210,344749,6369120,135,Västra Götalands län,Västergötland,111.7,84.8,70.0,63.6,68.4,94.4,98.4,119.0,106.5,128.6,108.5,130.6,1184.5,nov./2005,dec./2020,15.02
58.64,14.06,Fägre D,84390,445626,6500782,88,Västra Götalands län,Västergötland,40.4,34.8,30.5,35.1,49.9,74.0,76.2,77.4,58.3,59.9,49.5,49.3,635.4,juli/1965,dec./2020,40.6
58.05,12.16,Garn,82030,332172,6437723,15,Västra Götalands län,Västergötland,94.1,72.3,57.8,57.9,60.6,89.7,87.6,104.0,92.5,114.9,95.7,109.9,1037.1,mars/1994,okt./2008,14.06
58.16,12.64,Gendalen,82110,361419,6448743,88,Västra Götalands län,Västergötland,67.0,56.3,46.5,51.3,55.9,89.5,78.3,89.1,74.3,90.0,75.2,83.0,856.3,okt./1962,dec./2020,58.3
57.55,12.46,Grebbeshult,72330,348067,6380905,53,Västra Götalands län,Västergötland,101.0,74.7,65.1,56.2,59.2,85.4,89.1,110.4,95.3,115.2,94.7,116.3,1062.4,jan./1961,dec./2020,58.4
58.69,11.25,Grebbestad,81420,282626,6511985,10,Västra Götalands län,Bohuslän,69.1,54.7,46.0,47.9,46.9,67.8,62.3,75.3,77.4,93.7,87.1,79.7,807.7,okt./1976,apr./2018,41.6
58.34,12.68,Grästorp,82200,363963,6468412,55,Västra Götalands län,Västergötland,57.2,47.2,38.8,44.8,52.0,83.3,77.8,83.0,69.4,79.8,66.2,69.9,769.3,jan./1961,juni/1990,27.5
58.99,14.11,Gullspång,84590,448701,6538820,61,Västra Götalands län,Västergötland,45.8,37.9,33.6,38.0,47.0,65.3,67.7,77.1,61.7,63.3,54.0,50.6,642.0,jan./1961,dec./2020,59.8
58.98,11.70,Gunnesbyn,81590,310046,6542132,145,Västra Götalands län,Dalsland,77.4,60.2,47.5,49.1,57.7,81.2,80.8,93.8,92.1,107.0,93.0,90.1,930.0,jan./1961,sep./2004,43.8
58.62,13.47,Gössäter,83370,410930,6498379,60,Västra Götalands län,Västergötland,44.7,38.8,32.3,40.2,52.1,78.5,78.1,77.5,60.5,67.2,56.3,54.4,680.6,jan./1961,dec./1977,17.00
57.72,11.99,Göteborg A,71420,320850,6401029,3,Västra Götalands län,Västergötland,83.0,61.0,54.0,51.3,54.3,73.7,81.3,92.8,80.0,102.9,84.7,93.0,912.0,jan./1961,dec./2020,39.9
57.47,12.65,Haby,72280,359051,6371765,60,Västra Götalands län,Västergötland,92.0,71.8,59.6,54.0,60.6,86.0,87.9,108.1,91.8,107.7,88.1,106.3,1014.0,jan./1961,maj/1972,11.04
58.52,11.52,Heden,81310,297529,6491581,49,Västra Götalands län,Bohuslän,96.1,72.9,61.3,60.1,60.8,84.7,79.8,100.1,97.3,125.9,106.5,105.2,1050.5,jan./1961,dec./2020,60.0
58.23,11.68,Henån,81140,305042,6459392,11,Västra Götalands län,Bohuslän,90.6,69.9,58.7,57.0,57.9,78.2,74.5,94.8,89.7,112.7,101.7,103.5,989.0,apr./1978,dec./2020,42.1
58.09,13.05,Herrljunga D,83060,384936,6439971,116,Västra Götalands län,Västergötland,59.6,48.0,40.0,43.7,51.9,83.2,78.5,88.7,65.1,79.2,62.9,71.5,772.5,apr./2007,dec./2020,13.08
57.37,13.05,Hid D,73220,382632,6359790,140,Västra Götalands län,Västergötland,98.9,78.0,63.2,54.9,67.1,93.5,89.4,115.9,101.7,119.1,95.2,112.1,1088.9,sep./1967,dec./2020,53.2
58.32,14.33,Hjo,84180,460939,6464553,90,Västra Götalands län,Västergötland,31.1,27.0,25.2,32.3,46.9,70.8,79.1,76.6,54.8,51.8,44.5,37.9,578.1,jan./1964,dec./2020,56.4
58.58,13.34,Hjälmsäter,83350,403473,6494803,80,Västra Götalands län,Västergötland,41.3,35.9,29.7,37.9,47.9,73.3,72.2,71.7,56.4,63.1,51.9,51.0,632.3,jan./1961,okt./1993,32.8
58.95,11.44,Håvelund,81570,295120,6539415,99,Västra Götalands län,Bohuslän,84.7,65.8,54.0,56.1,56.6,77.2,76.7,98.2,93.5,111.6,103.6,98.2,976.4,jan./1961,dec./2020,60.0
58.82,12.41,Håvreström,82500,350609,6523074,55,Västra Götalands län,Dalsland,64.5,51.7,41.5,46.7,54.1,78.4,77.5,84.1,76.6,93.4,80.7,78.0,827.2,jan./1961,feb./1984,23.02
57.61,12.95,Häggårda,72370,377246,6387696,105,Västra Götalands län,Västergötland,92.9,72.9,58.9,51.8,59.9,84.4,88.7,107.3,89.2,102.7,85.4,104.5,998.5,jan./1961,dec./2020,59.9
58.32,13.04,Hällum A,83190,385075,6466210,70,Västra Götalands län,Västergötland,41.0,33.9,29.9,35.6,44.6,71.8,70.1,72.2,54.2,60.7,48.5,48.6,611.0,jan./1996,dec./2020,25.0
57.75,12.35,Härsjönäs,72650,342295,6403963,100,Västra Götalands län,Västergötland,95.1,72.6,60.4,57.5,61.2,89.8,91.1,109.1,95.0,113.0,93.3,111.4,1049.5,jan./1961,dec./1970,10.00
58.88,11.88,Höksäter,81530,320374,6531242,140,Västra Götalands län,Dalsland,85.4,68.7,54.0,57.1,63.8,90.5,88.5,100.9,96.1,115.9,102.2,101.9,1025.0,jan./1961,maj/1973,12.04
58.51,14.51,Karlsborg Mo,84310,471278,6486043,95,Västra Götalands län,Västergötland,42.9,36.8,34.3,37.3,53.0,84.8,82.8,82.3,58.1,61.2,56.7,51.9,682.0,jan./1961,dec./2020,54.2
58.72,13.83,Katrinefors,83430,432423,6509084,50,Västra Götalands län,Västergötland,40.2,34.5,28.5,34.4,47.6,70.3,71.2,72.3,55.6,59.2,50.1,47.8,611.6,jan./1961,nov./1971,10.09
58.36,13.25,Kilagården,83220,397813,6469727,85,Västra Götalands län,Västergötland,37.6,32.6,28.1,37.8,48.5,75.3,68.4,70.4,55.5,58.9,47.4,44.6,605.0,jan./1961,dec./2020,60.0
57.59,13.34,Kindsboda,73330,400709,6384562,170,Västra Götalands län,Västergötland,84.9,69.4,53.8,51.5,57.1,82.5,91.3,100.9,80.9,94.3,80.4,96.1,942.9,juni/1993,dec./2020,27.3
58.17,12.42,Koberg,82100,348030,6450170,78,Västra Götalands län,Västergötland,72.8,57.8,47.0,50.1,55.6,87.9,80.7,92.7,78.9,94.5,79.0,88.2,885.0,jan./1961,okt./1971,10.08
58.06,12.01,Komperöd,82040,323500,6439210,108,Västra Götalands län,Bohuslän,98.8,77.6,65.0,60.3,62.2,87.6,83.9,102.3,99.8,121.2,104.3,115.5,1078.6,juni/1983,dec./2020,37.2
58.25,11.45,Kristineberg,81150,291686,6462034,5,Västra Götalands län,Bohuslän,72.7,56.9,46.2,48.1,51.2,70.3,68.0,81.3,76.9,94.5,82.6,79.3,828.0,jan./1961,juni/1972,10.04
