Latitud,Longitud,Station,Klimatnr,SwerefX,SwerefY,Höjd,Län,Landskap,jan,feb,mar,apr,maj,jun,jul,aug,sep,okt,nov,dec,år,start,slut,antal år
59.86,13.12,Sunne A,93520,394527,6637752,109,Värmlands län,Värmland,51.2,38.6,35.1,40.1,60.7,68.0,77.6,90.8,63.3,72.4,64.9,55.1,717.7,jan./1961,dec./2020,30.3
59.60,13.95,Suttertjärn,93340,440863,6606842,170,Värmlands län,Värmland,59.1,44.9,39.0,45.2,63.9,73.9,85.2,98.2,72.7,83.1,75.4,69.2,810.0,jan./1961,aug./1987,14.05
59.17,12.50,Svaneholm D,92120,357065,6562089,204,Värmlands län,Dalsland,66.5,52.1,44.4,49.5,59.9,80.6,84.8,94.0,78.0,90.2,82.3,74.7,857.0,apr./1973,dec./2020,47.7
59.33,12.31,Svensbyn D,92200,346866,6579358,125,Värmlands län,Värmland,57.8,44.6,37.8,43.4,54.7,72.6,73.6,84.6,69.7,83.6,73.5,67.6,763.5,nov./2001,juni/2013,11.07
59.14,12.93,Säffle,92100,381776,6557549,53,Värmlands län,Värmland,58.4,44.9,39.6,46.1,55.9,72.7,80.2,94.3,76.4,86.1,79.9,67.7,802.2,jan./1961,dec./2020,60.0
59.48,12.70,Sölje D,92290,369506,6596275,70,Värmlands län,Värmland,53.3,40.6,35.8,42.1,55.9,70.6,76.9,83.0,66.1,75.6,68.1,60.6,728.7,nov./2006,dec./2020,14.02
60.11,12.99,Torsby,103080,388307,6665081,127,Värmlands län,Värmland,54.5,40.3,35.8,41.8,63.8,75.1,89.1,95.5,63.5,77.0,71.1,60.0,767.3,jan./1961,dec./2013,51.3
59.87,12.62,Treskog,92540,366728,6639574,165,Värmlands län,Värmland,57.7,42.9,37.1,45.1,60.0,75.2,82.6,92.7,68.7,77.0,71.8,64.5,775.3,juni/1976,jan./2006,28.9
60.77,12.85,Tåsan,102460,382623,6738621,255,Värmlands län,Värmland,49.0,34.8,29.7,36.2,66.8,75.3,85.8,89.7,68.1,73.6,63.8,53.1,725.8,jan./1961,dec./2020,56.9
59.50,11.79,Töcksfors,91330,318135,6600449,127,Värmlands län,Värmland,66.1,52.0,43.1,48.1,61.1,80.8,80.7,92.9,76.5,94.7,88.6,77.0,861.8,nov./2005,dec./2020,13.09
59.94,12.91,Uddheden D,92570,383429,6646979,108,Värmlands län,Värmland,56.8,40.9,37.6,43.8,63.5,73.8,80.7,94.4,67.4,78.5,71.0,60.3,768.6,juni/2007,aug./2018,11.03
59.40,13.29,Varpnäs,93240,402951,6586296,68,Värmlands län,Värmland,49.3,37.7,32.7,40.5,54.6,65.8,72.3,86.6,66.6,73.1,67.9,57.1,704.2,jan./1961,sep./1985,24.5
59.92,14.35,Vintersjöhöjden,94550,463654,6642302,250,Värmlands län,Värmland,61.0,45.5,41.3,46.0,63.1,80.5,91.9,94.0,68.4,82.0,73.8,71.0,818.4,jan./1961,aug./1973,12.07
58.90,13.24,Värmlandsnäs-Ekenäs D,83550,398498,6529953,50,Värmlands län,Värmland,41.1,34.1,29.8,36.8,45.9,66.3,65.5,68.2,57.3,66.5,56.0,50.5,618.1,nov./2005,dec./2020,15.02
59.37,13.85,Väse D,93210,434804,6581513,54,Värmlands län,Värmland,47.2,38.2,32.0,39.6,56.0,58.6,68.4,87.6,64.5,69.9,64.8,55.8,682.4,juli/1972,dec./2020,48.5
58.90,13.25,Åkershus,83540,399267,6530010,50,Värmlands län,Värmland,44.5,37.0,31.0,39.0,48.7,68.8,68.8,76.3,60.7,69.6,59.5,54.0,657.9,dec./1965,jan./1996,30.0
59.77,12.35,Åmotfors Pappersbruk,92460,351175,6628393,85,Värmlands län,Värmland,51.9,38.9,34.3,41.1,55.7,71.0,76.6,85.8,64.0,73.6,68.0,59.1,720.1,jan./1964,apr./1976,12.03
60.31,12.70,Östmark-Lämbacken,102190,372788,6687711,160,Värmlands län,Värmland,64.2,45.6,41.7,48.3,71.7,85.9,92.9,103.3,75.1,88.4,82.0,69.6,868.7,jan./1961,okt./2013,32.6
60.35,12.65,Östmark-Röjdåsen,102210,370297,6693239,308,Värmlands län,Värmland,66.0,47.6,42.8,48.8,74.8,88.2,97.9,105.7,78.6,94.2,87.9,73.4,906.0,jan./1961,dec./2000,35.2
59.74,13.21,Östra Ämtervik,93440,399588,6623875,80,Värmlands län,Värmland,45.8,35.2,33.3,42.5,62.4,69.1,75.7,83.6,64.3,69.3,63.2,51.7,696.1,okt./1966,nov./2018,52.2
59.16,15.46,Asker D,95100,526492,6557881,38,Örebro län,Närke,38.5,30.8,26.5,33.6,47.2,62.7,74.7,68.2,58.1,54.9,51.3,47.7,594.2,apr./1994,dec./2020,26.8
59.19,14.39,Degerfors D,94140,464918,6561356,102,Örebro län,Värmland,57.1,45.6,38.1,43.3,56.0,70.5,81.2,82.9,69.7,75.9,66.6,65.6,752.3,jan./1961,dec./2020,25.6
59.25,14.47,Degernäs,94160,469578,6568012,100,Örebro län,Värmland,51.2,40.8,33.1,38.2,51.7,65.3,76.9,80.4,64.4,71.8,62.7,59.8,696.3,jan./1961,sep./1975,14.08
59.53,15.59,Fellingsbro-Finnåker,95320,533127,6599717,51,Örebro län,Västmanland,43.7,33.4,28.7,35.7,50.1,66.6,75.7,69.3,54.7,61.3,56.7,52.1,628.1,sep./1982,jan./1996,13.03
59.18,14.86,Fjugesta D,94110,491754,6560427,75,Örebro län,Närke,52.6,44.5,36.1,40.8,56.6,69.8,85.6,80.9,66.7,73.9,64.0,61.2,732.7,maj/1998,nov./2015,16.00
59.55,14.81,Grecksåsar,94330,489461,6601056,227,Örebro län,Västmanland,64.0,50.3,42.6,47.0,65.1,79.1,90.3,89.4,75.4,85.3,78.7,78.0,845.1,juni/1978,aug./2008,30.3
59.71,14.53,Grythyttan,94420,473562,6619354,185,Örebro län,Västmanland,60.4,47.6,38.3,45.3,59.9,72.6,83.8,90.2,68.0,81.5,71.6,70.3,789.4,jan./1961,dec./2020,59.8
58.88,14.39,Gårdsjö A,84520,464687,6526496,211,Örebro län,Västergötland,53.4,42.5,38.7,40.3,52.5,69.2,78.5,82.2,67.9,70.1,61.5,57.8,714.5,aug./1995,dec./2020,25.4
59.06,15.08,Hallsberg D,95040,504863,6546792,52,Örebro län,Närke,46.7,40.8,31.5,38.3,52.5,68.9,82.6,78.7,66.6,65.0,58.5,58.0,688.3,jan./1961,aug./2011,33.5
58.93,15.45,Hjortkvarn D,85540,525625,6532455,83,Örebro län,Närke,46.4,38.3,32.4,36.7,49.6,71.0,80.7,75.0,63.6,64.2,59.3,57.5,674.6,okt./1978,dec./2020,40.6
59.35,15.48,Högsta,95290,527306,6579358,10,Örebro län,Närke,38.5,30.5,25.7,32.6,46.4,61.6,71.7,66.7,53.5,56.8,51.1,47.1,582.1,jan./1961,jan./1986,25.1
60.03,14.94,Hörken,104020,496556,6654642,250,Örebro län,Västmanland,62.7,47.1,44.7,48.6,64.7,82.3,96.8,90.0,69.0,82.3,73.5,73.2,835.0,jan./1961,okt./2010,49.8
59.33,14.55,Karlskoga,94200,474307,6576649,94,Örebro län,Värmland,53.2,42.1,32.9,36.8,49.8,62.7,81.1,81.8,66.4,72.4,61.4,62.7,703.3,sep./1995,dec./2020,25.3
58.72,15.03,Kettstaka A,85460,501572,6508448,225,Örebro län,Närke,44.0,33.6,32.9,38.3,51.0,72.4,83.1,77.3,62.7,68.5,61.1,52.4,677.3,aug./1995,dec./2020,25.4
59.30,14.90,Kilsbergen-Suttarboda A,94190,494052,6573413,218,Örebro län,Närke,58.3,46.1,38.3,42.3,57.9,70.5,86.1,82.2,72.7,81.4,71.1,67.2,774.0,aug./1995,dec./2020,25.4
59.87,15.25,Kloten,95530,514245,6637039,285,Örebro län,Västmanland,69.9,53.3,49.3,52.5,66.5,84.8,94.5,100.2,71.4,90.7,86.4,83.3,903.0,juli/1978,juli/2018,39.3
59.87,15.25,Kloten A,95540,514125,6636996,283,Örebro län,Västmanland,55.8,40.8,38.0,42.8,56.5,74.1,85.1,86.2,62.1,77.4,71.6,66.6,757.1,aug./2009,dec./2020,11.04
59.86,15.04,Kopparberg D,95520,502511,6635739,129,Örebro län,Västmanland,51.9,37.7,35.3,40.7,54.6,72.2,86.0,85.6,57.5,70.8,64.1,60.3,716.7,okt./1976,dec./2020,42.6
59.23,14.88,Lekeberga,94150,492975,6565859,90,Örebro län,Närke,55.5,46.0,36.4,41.2,57.5,73.4,85.7,81.5,70.1,74.8,66.3,64.2,752.6,jan./1961,dec./1997,37.0
59.59,15.24,Lindesberg D,95350,513279,6606232,85,Örebro län,Västmanland,51.3,39.2,33.2,39.9,55.6,70.8,78.5,74.0,58.1,68.2,64.0,59.3,692.3,jan./1961,apr./2011,48.4
58.85,15.16,Mariedamm,85520,509463,6523461,132,Örebro län,Närke,68.6,56.1,48.8,52.3,67.4,91.4,106.0,96.4,83.5,88.3,82.2,80.0,921.0,okt./1963,mars/1983,18.06
59.75,14.99,Nyberget,95440,499578,6623213,200,Örebro län,Västmanland,60.1,46.6,39.3,43.9,60.5,76.1,87.2,88.7,63.8,80.3,74.1,70.3,791.0,jan./1961,mars/2005,44.3
59.85,14.48,Silvergruvan,94510,470635,6634538,202,Örebro län,Västmanland,65.3,49.4,42.8,47.5,61.1,79.1,92.8,93.9,70.5,84.6,78.1,75.8,840.9,maj/1998,dec./2020,22.07
59.38,14.61,Skråmforsen,94230,477948,6582264,125,Örebro län,Värmland,61.3,48.4,40.4,43.8,58.8,71.2,84.9,89.2,71.2,80.0,72.6,70.9,792.7,jan./1961,aug./1995,31.8
59.14,15.28,Sköllersta,95090,515876,6556131,50,Örebro län,Närke,39.9,33.8,27.6,33.7,47.3,61.7,72.6,67.1,56.3,57.0,51.2,49.1,597.3,nov./1973,okt./1984,11.00
58.95,14.91,Snavlunda D,84580,494568,6534266,135,Örebro län,Närke,53.3,43.3,36.0,39.6,52.6,72.3,82.2,78.9,67.4,69.0,64.3,61.5,720.4,jan./1961,jan./2015,30.3
59.58,15.50,Spannarboda D,95340,528209,6604667,68,Örebro län,Västmanland,47.6,37.0,31.7,40.1,54.3,68.1,76.6,70.6,56.5,64.1,59.9,55.4,661.9,dec./2005,dec./2020,15.01
59.83,15.02,Stjärnfors,95510,500931,6632847,150,Örebro län,Västmanland,54.8,41.4,36.9,41.6,56.4,73.1,84.2,84.6,60.2,73.7,67.1,64.5,738.5,jan./1961,sep./1976,15.08
59.94,14.89,Ställdalen,94580,493765,6644539,247,Örebro län,Västmanland,59.6,44.9,41.3,44.7,57.9,81.8,92.5,91.5,64.7,79.5,71.0,69.6,799.1,jan./1967,dec./2020,53.8
59.13,14.53,Svartå,94070,472970,6554178,90,Örebro län,Närke,54.2,44.4,36.2,41.4,54.5,70.9,82.0,81.8,68.4,73.9,64.4,61.8,733.7,jan./1961,sep./1994,33.3
59.88,14.54,Sävenfors,94530,474296,6638359,200,Örebro län,Västmanland,60.8,45.4,39.6,44.7,59.1,76.3,87.7,91.4,66.4,79.8,71.3,70.1,792.5,nov./1979,feb./1997,17.03
58.81,14.65,Sörbytorp,84490,479778,6519197,187,Örebro län,Närke,56.3,46.1,40.6,42.5,55.1,78.1,86.8,78.7,70.9,71.6,70.9,67.2,764.8,jan./1961,dec./2020,60.0
58.88,14.45,Tolsgården,84530,468295,6527188,230,Örebro län,Västergötland,60.2,49.1,42.0,44.4,58.7,79.3,87.3,87.6,73.6,76.7,69.9,67.3,796.1,jan./1961,sep./1975,14.07
58.98,14.79,Törntorp,84600,487872,6538390,175,Örebro län,Närke,57.2,48.0,38.3,43.2,57.4,76.1,90.6,81.6,72.7,75.0,69.0,65.5,774.4,jan./1961,dec./2005,44.9
59.28,14.70,Villingsberg,94170,482906,6571637,148,Örebro län,Närke,59.4,46.6,37.2,41.5,56.1,69.3,83.9,83.4,69.5,77.9,69.7,67.4,762.0,jan./1961,jan./1980,18.02
59.42,15.61,Västvalla,95250,534694,6586661,20,Örebro län,Västmanland,39.4,32.4,28.4,36.0,50.8,67.2,81.4,73.7,57.8,61.6,55.3,48.8,632.9,jan./1961,dec./2020,57.2
58.81,15.13,Zinkgruvan,85490,507238,6518473,213,Örebro län,Östergötland,59.7,48.8,41.8,42.2,54.4,77.5,89.5,83.4,71.7,78.1,72.0,71.4,790.5,sep./1983,dec./2020,37.1
59.10,14.37,Åtorp,94050,463629,6550945,99,Örebro län,Närke,50.9,42.2,35.6,41.0,53.0,69.4,78.5,82.3,67.0,74.2,62.3,58.1,714.4,jan./1961,dec./2020,60.0
59.40,15.19,Ön,95240,510781,6584925,50,Örebro län,Närke,50.6,39.0,33.6,39.8,53.5,64.8,79.2,76.1,64.2,68.5,62.1,57.6,689.0,jan./1961,dec./2020,59.9
59.23,15.05,Örebro A,95130,502597,6565542,53,Örebro län,Närke,43.3,36.0,29.7,35.5,49.6,62.6,74.9,70.8,58.7,63.0,54.1,50.8,629.0,feb./1989,apr./2009,15.03
59.26,15.26,Örebro D,95160,514581,6568786,33,Örebro län,Närke,47.8,38.3,32.1,39.5,55.1,64.7,81.6,75.0,61.1,66.4,59.5,55.5,676.7,jan./1961,dec./2020,57.6
59.38,15.83,Arboga,95230,547341,6583030,50,Västmanlands län,Västmanland,40.1,33.3,28.7,35.8,47.6,66.0,75.1,70.6,54.2,59.0,53.7,49.9,614.1,jan./1961,aug./1971,10.07
60.13,16.13,Bjurfors,106080,562676,6666602,125,Västmanlands län,Västmanland,45.4,33.6,33.1,36.4,49.6,72.4,76.7,78.2,52.3,62.7,58.4,53.2,652.1,jan./1961,nov./1986,24.3
60.00,15.80,Fagersta,105000,544869,6651940,100,Västmanlands län,Västmanland,46.6,33.0,32.3,36.9,50.7,69.8,80.9,79.9,51.7,63.8,59.9,55.3,660.8,jan./1961,apr./2013,51.8
59.65,16.80,Hallstaberg,96390,601266,6614267,41,Västmanlands län,Västmanland,38.4,30.1,28.3,33.2,42.1,64.9,68.3,75.2,44.8,53.9,52.2,47.3,578.6,jan./1961,dec./2020,60.0
59.56,16.29,Kolbäck D,96330,572772,6602604,13,Västmanlands län,Västmanland,39.4,30.9,27.5,33.7,43.4,67.3,80.7,74.6,50.3,57.7,52.3,48.6,606.3,feb./1970,aug./2008,36.0
59.59,15.91,Kolsva D,95360,551496,6605824,46,Västmanlands län,Västmanland,43.6,33.8,30.1,37.5,48.1,66.4,81.3,74.2,55.6,63.2,55.8,51.5,641.1,jan./1961,dec./2020,59.8
59.53,16.02,Köping,96310,557659,6599056,15,Västmanlands län,Västmanland,42.9,34.9,29.8,36.8,46.8,66.8,82.9,71.8,55.5,62.7,55.9,52.5,639.4,jan./1968,aug./2011,41.8
60.12,16.59,Leknäs,106110,588236,6666337,65,Västmanlands län,Västmanland,40.2,30.2,29.8,31.9,41.6,66.2,68.8,72.2,47.7,58.1,52.3,47.9,586.8,jan./1961,jan./1982,21.01
59.37,16.01,Lida D,96250,557545,6581185,53,Västmanlands län,Södermanland,42.1,36.0,31.0,38.3,49.5,70.3,80.5,74.9,58.1,63.1,58.4,53.3,655.5,apr./2006,aug./2019,13.04
59.70,16.06,Lisjö,96420,559739,6618669,60,Västmanlands län,Västmanland,47.8,36.3,33.5,39.0,45.9,69.2,75.5,75.2,53.6,63.6,61.9,57.5,659.1,jan./1961,dec./2013,52.4
60.07,15.91,Norberg,105060,550555,6659007,135,Västmanlands län,Västmanland,50.7,37.7,36.9,41.0,53.6,78.4,85.6,81.8,58.8,69.8,65.1,61.4,720.7,jan./1961,dec./2020,39.8
59.81,15.54,Riddarhyttan,95490,530321,6630109,156,Västmanlands län,Västmanland,56.2,40.1,37.2,42.2,57.6,74.0,80.1,79.5,61.8,74.6,70.2,65.7,739.2,jan./1968,dec./2020,49.8
59.90,16.66,Sala,96550,592739,6641838,58,Västmanlands län,Uppland,39.1,30.8,29.8,32.7,40.8,64.6,68.0,69.2,48.3,56.4,52.6,49.0,581.3,jan./1961,dec./2020,59.8
59.91,16.68,Sala A,96560,594198,6642510,57,Västmanlands län,Uppland,37.2,28.0,27.7,31.7,38.7,62.3,65.8,67.0,46.5,53.1,47.3,43.4,548.6,aug./1995,dec./2020,25.3
59.33,15.82,Sickelsjö,95200,546620,6576974,40,Västmanlands län,Närke,40.5,34.1,29.5,36.5,48.5,67.8,76.6,72.9,56.0,59.7,54.8,50.4,627.4,jan./1961,okt./1985,19.02
59.83,15.68,Skinnskatteberg,95500,538304,6633044,113,Västmanlands län,Västmanland,52.6,37.8,35.3,39.4,54.0,74.5,83.1,80.1,57.9,69.9,64.6,60.9,710.1,jan./1961,juni/1974,13.04
59.71,16.43,Skultuna,96440,580588,6620363,41,Västmanlands län,Västmanland,47.0,35.8,33.1,36.5,46.4,71.4,73.6,72.6,53.1,61.9,59.3,55.8,646.6,jan./1961,dec./2020,58.3
59.70,16.66,Sundby,96410,593466,6618748,35,Västmanlands län,Västmanland,40.1,31.7,29.9,32.6,44.4,70.7,72.9,75.5,47.9,57.2,54.3,49.2,606.5,jan./1961,dec./2001,41.0
59.70,16.22,Surahammar,96430,568671,6618744,55,Västmanlands län,Västmanland,45.8,34.6,31.3,36.7,47.7,70.9,77.6,75.6,53.6,63.0,59.0,55.3,651.1,jan./1961,juli/1983,22.03
59.80,16.55,Tomta,96480,586971,6630155,55,Västmanlands län,Västmanland,38.0,28.7,27.1,30.1,40.9,65.1,69.0,68.6,45.7,54.4,51.2,47.4,566.4,jan./1961,maj/1978,17.04
59.60,16.60,Västerås,96350,590326,6607638,16,Västmanlands län,Västmanland,40.6,32.4,28.7,34.1,43.9,69.2,76.5,71.1,47.4,57.8,54.3,49.5,605.5,jan./1961,dec./2020,32.2
59.59,16.63,Västerås-Hässlö,96370,592032,6606747,6,Västmanlands län,Västmanland,33.0,27.1,23.09,27.6,37.1,59.8,65.8,65.3,40.3,49.6,46.1,41.0,516.7,jan./1961,dec./1997,37.0
59.93,18.04,Almunge,98560,670120,6647910,19,Uppsala län,Uppland,47.4,38.0,34.1,35.4,41.6,61.2,68.0,76.8,54.7,61.2,60.1,59.3,637.8,maj/1988,maj/2019,31.0
60.20,17.90,Dannemora,107120,661002,6677518,41,Uppsala län,Uppland,45.7,36.2,32.9,33.9,43.3,68.0,67.9,76.2,53.3,63.9,61.9,57.6,640.9,jan./1963,maj/1981,15.03
59.99,17.57,Drälinge,97590,643559,6653346,30,Uppsala län,Uppland,40.1,32.1,31.2,32.0,42.1,65.8,65.8,68.9,49.0,55.5,54.0,49.4,585.9,jan./1961,aug./2007,46.7
59.64,17.07,Enköping,97380,616443,6613195,14,Uppsala län,Uppland,36.7,30.6,27.7,30.0,36.2,62.0,62.5,66.3,46.7,53.6,50.5,44.6,547.4,jan./1961,dec./2020,57.3
60.54,17.75,Fagerviken,107330,650722,6714923,5,Uppsala län,Uppland,37.8,32.5,30.8,30.2,40.6,61.3,60.5,69.0,48.0,57.9,52.1,47.9,568.7,dec./1966,dec./1978,12.01
60.24,17.90,Film A,107140,660807,6681212,33,Uppsala län,Uppland,42.8,34.1,31.9,32.8,40.1,62.2,64.4,69.1,50.2,61.7,59.1,54.2,602.6,aug./2001,dec./2020,19.04
60.24,17.91,Films Kyrkby D,107130,660967,6681207,39,Uppsala län,Uppland,45.3,38.0,34.4,33.8,40.8,62.1,65.4,71.5,50.9,61.9,62.5,56.0,622.4,aug./1982,okt./2014,31.6
59.91,17.86,Frötuna,97550,659997,6644589,15,Uppsala län,Uppland,40.9,32.6,30.2,32.3,40.8,63.1,63.4,71.8,50.0,56.1,54.3,50.9,586.6,jan./1961,maj/1987,26.4
59.55,17.05,Hacksta,97350,615894,6603513,16,Uppsala län,Uppland,29.1,23.04,22.04,27.5,35.5,57.5,63.5,64.0,41.8,48.0,43.8,35.8,492.2,okt./1995,dec./2020,25.3
60.14,17.24,Harbo,107080,624311,6668708,40,Uppsala län,Uppland,40.7,32.5,32.3,34.0,40.7,67.4,68.5,64.8,47.3,56.0,52.3,50.4,586.9,apr./1975,mars/2015,38.4
59.75,17.07,Hyvlinge,97450,616225,6625104,20,Uppsala län,Uppland,37.7,30.2,29.5,32.0,40.7,66.8,65.6,68.1,47.9,54.7,50.5,46.5,570.4,jan./1961,feb./1999,38.2
60.27,16.97,Kerstinbo A,106160,609193,6682925,56,Uppsala län,Uppland,34.1,27.1,28.5,30.7,37.0,63.5,67.0,67.7,47.0,52.8,46.8,42.6,544.7,aug./1995,dec./2020,25.4
59.72,17.81,Knivsta,97440,657883,6624050,20,Uppsala län,Uppland,39.5,32.1,29.6,32.2,41.7,63.0,63.1,72.0,51.5,56.0,53.9,50.8,585.3,jan./1961,okt./1981,20.07
60.16,16.86,Ljusbäck,106090,603224,6670126,60,Uppsala län,Uppland,40.5,31.0,31.0,32.0,41.3,67.4,70.7,72.5,48.4,57.9,53.3,50.2,596.4,jan./1961,apr./1985,24.3
60.41,17.88,Lövsta,107250,658841,6700395,25,Uppsala län,Uppland,46.2,36.7,35.7,34.1,44.9,68.2,67.3,75.8,54.8,65.6,60.1,56.8,646.3,jan./1961,juni/2018,57.5
59.53,17.04,Nybyholm,97310,615273,6600793,5,Uppsala län,Uppland,31.2,26.7,23.09,28.2,37.9,59.9,65.8,65.2,43.6,50.0,45.2,39.8,517.3,mars/1970,mars/1995,23.07
60.17,18.22,Risinge,108110,678829,6675249,17,Uppsala län,Uppland,42.7,34.9,30.6,32.1,39.8,63.2,62.9,71.2,50.3,60.7,56.8,53.2,598.5,jan./1962,jan./2020,58.1
59.55,17.37,Skjörby,97330,633781,6603582,13,Uppsala län,Uppland,34.3,29.6,27.5,31.4,40.3,57.9,60.8,65.3,46.8,53.6,48.8,43.8,540.1,jan./1961,dec./2020,59.8
60.40,17.58,Strömsberg,107240,642323,6698750,25,Uppsala län,Uppland,43.1,36.0,34.0,34.2,44.2,69.9,69.1,77.5,53.9,63.3,59.6,55.1,639.7,jan./1961,jan./1978,16.07
60.29,18.45,Söderby-Karlsäng D,108180,690538,6688933,7,Uppsala län,Uppland,40.6,33.9,31.8,31.5,40.1,62.3,61.5,68.6,52.0,59.8,56.3,51.4,589.8,dec./2003,dec./2020,17.01
60.13,16.95,Tärnsjö D,106120,608228,6667719,55,Uppsala län,Uppland,40.5,30.7,32.0,33.3,40.9,69.3,73.1,73.3,51.2,59.6,55.0,52.5,611.6,okt./1986,apr./2017,30.3
59.81,17.65,Ultuna,97490,648440,6633651,15,Uppsala län,Uppland,35.7,29.0,27.6,30.7,38.3,58.3,58.8,67.0,47.5,52.1,50.4,45.0,540.6,jan./1961,aug./2003,41.4
60.44,17.34,Untra,107270,628817,6702626,35,Uppsala län,Uppland,42.7,36.2,34.6,33.1,43.8,71.0,68.1,79.3,54.4,62.9,60.2,53.4,639.6,jan./1961,apr./2001,39.6
59.85,17.63,Uppsala,97520,647457,6637308,23,Uppsala län,Uppland,38.8,31.8,28.7,31.8,39.3,61.2,57.4,73.6,48.6,53.4,52.8,47.3,564.9,jan./1961,dec./2020,60.0
59.85,17.63,Uppsala Aut,97510,647457,6637308,23,Uppsala län,Uppland,34.9,29.0,27.5,31.2,39.9,63.3,59.8,73.7,49.3,52.0,50.9,44.4,556.1,juni/1985,dec./2020,24.8
59.90,17.59,Uppsala Flygplats,97530,645043,6643115,21,Uppsala län,Uppland,38.5,30.7,28.9,32.6,41.5,67.9,65.3,75.7,51.0,54.9,52.5,46.5,585.9,jan./1961,dec./2020,48.6
60.03,17.72,Vattholma D,107010,651794,6657757,25,Uppsala län,Uppland,38.7,31.7,30.6,32.3,42.1,64.6,63.2,72.9,50.4,58.1,54.3,50.0,588.8,jan./1961,dec./2020,59.8
59.90,17.02,Vittinge,97540,613165,6642002,54,Uppsala län,Uppland,41.5,33.5,32.3,33.2,43.4,64.5,67.2,68.3,46.7,55.2,55.1,53.5,594.3,nov./1973,dec./2020,47.2
59.96,18.34,Vällnora D,98570,686664,6651257,22,Uppsala län,Uppland,41.0,34.0,31.9,32.9,41.0,64.9,65.8,73.8,52.2,59.5,57.1,53.7,607.8,apr./1970,dec./2020,50.3
60.30,17.43,Väsby,107180,634473,6687303,35,Uppsala län,Uppland,37.3,30.3,29.0,29.6,38.4,63.3,63.0,68.9,47.0,55.8,52.1,48.5,563.3,jan./1961,jan./1975,14.01
60.62,17.45,Ytterboda,107370,634083,6722582,15,Uppsala län,Uppland,40.1,34.0,32.4,31.4,44.8,68.6,67.5,78.4,51.3,63.8,56.6,52.4,621.2,jan./1961,maj/1977,16.04
60.56,17.46,Älvkarleby D,107340,634827,6716815,23,Uppsala län,Uppland,41.4,37.0,34.2,33.0,46.7,70.4,69.1,82.1,54.0,67.2,59.6,54.5,649.1,juni/2005,dec./2020,15.06
60.53,18.37,Örskär A,108320,685088,6714695,7,Uppsala län,Uppland,28.6,23.06,23.01,24.3,32.8,49.4,50.7,54.1,39.9,48.4,41.9,35.1,451.7,jan./1961,dec./2020,59.9
60.26,18.37,Östhammar,108150,686417,6685129,5,Uppsala län,Uppland,40.0,32.0,29.7,30.5,40.7,61.7,59.4,70.4,51.6,59.8,56.4,51.9,584.0,nov./1988,juni/2011,22.06
59.36,17.52,Adelsö A,97280,643327,6582623,6,Stockholms län,Uppland,27.8,22.04,22.07,26.5,33.5,54.4,54.8,66.0,46.1,44.6,38.0,35.3,472.0,jan./1996,dec./2020,25.0
59.66,17.92,Arlanda,97390,664549,6617168,26,Stockholms län,Uppland,38.6,31.0,28.6,30.8,38.6,57.2,59.6,69.1,49.2,53.2,51.8,49.4,557.1,jan./1961,aug./2013,44.3
59.42,17.88,Barkarby,97260,663614,6589987,17,Stockholms län,Uppland,37.5,30.0,28.4,29.7,36.4,59.8,59.5,66.1,50.6,51.3,48.4,48.0,545.7,jan./1961,juni/1973,12.05
59.66,18.42,Beateberg,98410,692705,6618246,40,Stockholms län,Uppland,40.6,31.2,28.8,29.7,37.5,58.8,58.4,66.0,50.8,54.1,53.5,53.4,562.7,jan./1961,maj/1982,21.04
59.07,18.11,Berga Mo,98040,678569,6551789,4,Stockholms län,Södermanland,43.4,34.6,30.5,33.3,37.0,60.4,54.0,69.8,54.6,56.8,58.1,60.8,593.2,feb./1961,dec./2020,47.2
59.23,17.72,Bergaholm,97130,654998,6568721,30,Stockholms län,Södermanland,42.1,33.3,31.2,32.4,38.6,64.9,65.8,72.6,56.0,56.7,54.4,53.9,602.0,jan./1961,sep./1990,29.3
59.41,18.23,Bogesund,98240,683401,6589983,22,Stockholms län,Uppland,40.5,31.2,29.8,30.1,35.6,60.0,57.7,64.6,52.1,52.8,52.7,54.4,561.5,sep./1974,jan./1990,15.03
59.13,18.41,Dalarö D,98090,695162,6559954,16,Stockholms län,Södermanland,47.2,39.0,34.2,32.7,35.9,62.6,56.1,65.2,54.6,60.4,65.7,65.6,619.2,okt./2010,dec./2020,10.03
59.31,18.69,Djurö D,98190,710208,6580147,5,Stockholms län,Uppland,44.9,35.4,31.2,30.5,35.6,60.8,54.5,63.1,53.8,57.7,59.5,59.7,586.8,jan./1961,dec./2020,10.03
59.11,18.65,Gillinge D,98060,709215,6558163,5,Stockholms län,Södermanland,40.3,33.7,29.3,27.7,31.9,51.2,46.8,60.7,49.1,54.2,58.9,54.2,537.9,okt./1973,juli/2016,42.8
59.10,17.32,Gnesta,97030,632909,6553024,47,Stockholms län,Södermanland,44.6,36.0,32.4,34.5,41.5,66.3,64.9,68.7,56.9,59.8,55.9,54.0,615.6,jan./1964,dec./2020,51.7
59.08,17.86,Grindsjön,97050,663993,6552575,45,Stockholms län,Södermanland,53.9,41.9,36.0,34.2,35.8,62.5,59.4,72.1,57.5,65.4,70.2,70.3,659.2,jan./1961,mars/2015,47.5
